X,Y,OBJECTID,BLOCK_NAME,ZIP_CODE,YEAR,COMMENTS,DATA_SOURCE
-75.1507806812682,39.9973438709996,1,2900 Block of N CAMAC ST,19133,2017,,2017 Playstreets Program
-75.1736596708814,40.0003470673651,2,2900 Block of N BAILEY ST,19132,2017,,2017 Playstreets Program
-75.1459563156453,39.9857825839355,3,2200 Block of N FRANKLIN ST,19133,2017,,2017 Playstreets Program
-75.1414497041691,39.9819828152554,4,2000 Block of N LAWRENCE ST,19122,2017,,2017 Playstreets Program
-75.1598539318958,39.9875792946537,5,2200 Block of N BANCROFT ST,19132,2017,,2017 Playstreets Program
-75.1471553323584,39.9909133798254,6,2500 Block of N HUTCHINSON ST,19133,2017,,2017 Playstreets Program
-75.1441025224462,39.9996515171723,7,3100 Block of N DARIEN ST,19133,2017,,2017 Playstreets Program
-75.1793705400978,39.9884780715399,8,2100 Block of N NEWKIRK ST,19121,2017,,2017 Playstreets Program
-75.1809753258554,39.9809481114136,9,1600 Block of N NEWKIRK ST,19121,2017,,2017 Playstreets Program
-75.18015428073,39.99485352327,10,2500 Block of N MYRTLEWOOD ST,19132,2017,,2017 Playstreets Program
-75.146212788176,39.9764594677768,11,1600 Block of N MARSHALL ST,19122,2017,,2017 Playstreets Program
-75.1435381458327,40.0074448829336,12,3600 Block of N PERCY ST,19140,2017,,2017 Playstreets Program
-75.152273142658,39.9963367840221,13,1300 Block of W WILLIAM ST,19132,2017,,2017 Playstreets Program
-75.1545939727309,40.0275930012131,14,1800 Block of W ELEANOR ST,19141,2017,,2017 Playstreets Program
-75.1486301229959,40.0081015067334,15,3600 Block of N CAMAC ST,19140,2017,,2017 Playstreets Program
-75.1572658625797,40.0195129288301,16,1900 Block of ROWAN ST,19140,2017,,2017 Playstreets Program
-75.1662491037759,39.9978490745991,17,2800 Block of N VAN PELT ST,19132,2017,,2017 Playstreets Program
-75.1760616369345,39.9975793689435,18,2700 Block of W SILVER ST,19132,2017,,2017 Playstreets Program
-75.1518621268712,39.9923841795352,19,1200 Block of W HAROLD ST,19133,2017,,2017 Playstreets Program
-75.1717553987747,40.0016394604755,20,3000 Block of N STILLMAN ST,19132,2017,,2017 Playstreets Program
-75.1655278212742,39.977496184175,21,1500 Block of N GRATZ ST,19121,2017,,2017 Playstreets Program
-75.163950158942,39.9772964053039,22,1500 Block of N BOUVIER ST,19121,2017,,2017 Playstreets Program
-75.1320913308972,39.9949095446121,23,2900 Block of MASCHER ST,19133,2017,,2017 Playstreets Program
-75.1825201753383,39.9967380038545,24,2600 Block of N NAPA ST,19132,2017,,2017 Playstreets Program
-75.1578702017645,40.0125204980156,25,3800 Block of N GRATZ ST,19140,2017,,2017 Playstreets Program
-75.1309414794647,39.9932967529826,26,2800 Block of HOPE ST,19133,2017,,2017 Playstreets Program
-75.1848478627444,39.9785554568152,27,1400 Block of N CORLIES ST,19121,2017,,2017 Playstreets Program
-75.1329666306695,39.9977382149173,28,3100 Block of PALETHORP ST,19133,2017,,2017 Playstreets Program
-75.1506087272137,40.0225176547939,29,4500 Block of N HICKS ST,19140,2017,,2017 Playstreets Program
-75.1386260694267,40.019434095056,30,4400 Block of N FRANKLIN ST,19140,2017,,2017 Playstreets Program
-75.1780250579753,39.9945666512763,31,2500 Block of N NEWKIRK ST,19132,2017,,2017 Playstreets Program
-75.1618860511407,39.9878406024065,32,2200 Block of N BOUVIER ST,19132,2017,,2017 Playstreets Program
-75.1682544444354,39.9886614715865,33,2200 Block of N VAN PELT ST,19132,2017,,2017 Playstreets Program
-75.1773320627471,39.9977039483475,34,2700 Block of N NEWKIRK ST,19132,2017,,2017 Playstreets Program
-75.1767700968535,39.9944160433037,35,2500 Block of N MARSTON ST,19132,2017,,2017 Playstreets Program
-75.1430176344548,39.9854041347654,36,2200 Block of N FAIRHILL ST,19133,2017,,2017 Playstreets Program
-75.1322550306883,39.9918846161293,37,2700 Block of WATERLOO ST,19133,2017,,2017 Playstreets Program
-75.1099100782317,39.9940573308691,38,2000 Block of E MADISON ST,19134,2017,,2017 Playstreets Program
-75.125866460026,40.0020448008445,39,3400 Block of ELLA ST,19134,2017,,2017 Playstreets Program
-75.1154720141073,40.0198388064009,40,500 Block of E LURAY ST,19120,2017,,2017 Playstreets Program
-75.120668512832,39.9980328460457,41,500 Block of E HILTON ST,19134,2017,,2017 Playstreets Program
-75.1402929202478,40.0117882489038,42,3900 Block of N FRANKLIN ST,19140,2017,,2017 Playstreets Program
-75.1391506047585,40.0100962768991,43,3800 Block of N MARSHALL ST,19140,2017,,2017 Playstreets Program
-75.1389493433024,40.017941959276,44,4300 Block of N FRANKLIN ST,19140,2017,,2017 Playstreets Program
-75.1366740492381,40.0144278251233,45,4100 Block of N FAIRHILL ST,19140,2017,,2017 Playstreets Program
-75.1275486448472,40.0007287241201,46,3300 Block of N WATER ST,19134,2017,,2017 Playstreets Program
-75.182168211622,39.9857131041401,47,1900 Block of N MYRTLEWOOD ST,19121,2017,,2017 Playstreets Program
-75.1410977924823,40.0134293399217,48,4000 Block of N DARIEN ST,19140,2017,,2017 Playstreets Program
-75.1448302235148,39.9963376606194,49,800 Block of W BIRCH ST,19133,2017,,2017 Playstreets Program
-75.2239544349055,39.9689714913486,50,500 Block of N PAXON ST,19131,2017,,2017 Playstreets Program
-75.2308334214229,39.9530933433989,51,5400 Block of ADDISON ST,19143,2017,,2017 Playstreets Program
-75.2336254455412,39.9787927785005,52,5500 Block of JEFFERSON ST,19131,2017,,2017 Playstreets Program
-75.2196769780307,39.9681682783749,53,4900 Block of HOOPES ST,19139,2017,,2017 Playstreets Program
-75.2373219842301,39.9654987749616,54,200 Block of N HOBART ST,19139,2017,,2017 Playstreets Program
-75.2270036721782,39.9626620180342,55,100 Block of N PEACH ST,19139,2017,,2017 Playstreets Program
-75.2256605047198,39.9427587242912,56,1100 Block of S RUBY ST,19143,2017,,2017 Playstreets Program
-75.1762048992078,39.9296187452166,57,1700 Block of DORRANCE ST,19145,2017,,2017 Playstreets Program
-75.2227810436335,39.9385197317423,58,5400 Block of REGENT ST,19143,2017,,2017 Playstreets Program
-75.2343361486844,39.9265598444215,59,2100 Block of S SIMPSON ST,19142,2017,,2017 Playstreets Program
-75.224006848385,39.9593215401624,60,5100 Block of LUDLOW ST,19139,2017,,2017 Playstreets Program
-75.2371412231622,39.9566096032588,61,200 Block of S CECIL ST,19139,2017,,2017 Playstreets Program
-75.2431921969848,39.9630795611971,62,0 Block of N DEWEY ST,19139,2017,0-99 Street Range,2017 Playstreets Program
-75.2192045734259,39.9644314743513,63,4900 Block of OLIVE ST,19139,2017,,2017 Playstreets Program
-75.2325945915611,39.9572064496774,64,5500 Block of CHANCELLOR ST,19139,2017,,2017 Playstreets Program
-75.170492594428,39.9313932151783,65,1500 Block of S HICKS ST,19146,2017,,2017 Playstreets Program
-75.2277362364117,39.9511549947288,66,5200 Block of RODMAN ST,19143,2017,,2017 Playstreets Program
-75.2256826564674,39.9346991590204,67,2000 Block of S ALDEN ST,19143,2017,,2017 Playstreets Program
-75.2253603151733,39.9389075476412,68,1400 Block of S VOGDES ST,19143,2017,,2017 Playstreets Program
-75.2343591928485,39.9433606525075,69,5600 Block of ELLIOTT ST,19143,2017,,2017 Playstreets Program
-75.2326516108311,39.9322086915624,70,6000 Block of REGENT ST,19142,2017,,2017 Playstreets Program
-75.2293489896185,39.96261729606,71,100 Block of N CONESTOGA ST,19139,2017,,2017 Playstreets Program
-75.2160629039224,39.9349804771535,72,5300 Block of GLENMORE AVE,19143,2017,,2017 Playstreets Program
-75.2348845105983,39.9448339344928,73,1000 Block of S ITHAN ST,19143,2017,,2017 Playstreets Program
-75.2227636875641,39.9427338130201,74,1100 Block of S WILTON ST,19143,2017,,2017 Playstreets Program
-75.1837012783975,39.9268130118958,75,2000 Block of S HEMBERGER ST,19145,2017,,2017 Playstreets Program
-75.1756521323949,39.9320546385561,76,1500 Block of DORRANCE ST,19146,2017,,2017 Playstreets Program
-75.2373037171063,39.9543664553441,77,5700 Block of OSAGE AVE,19143,2017,,2017 Playstreets Program
-75.1725510129301,39.9392015872179,78,1000 Block of S BOUVIER ST,19146,2017,,2017 Playstreets Program
-75.1784551146915,39.9361474476956,79,2000 Block of TITAN ST,19146,2017,,2017 Playstreets Program
-75.1853666009362,39.9345577993803,80,1400 Block of S TAYLOR ST,19146,2017,,2017 Playstreets Program
-75.2381817044815,39.9671617196405,81,300 Block of N REDFIELD ST,19139,2017,,2017 Playstreets Program
-75.2429925559703,39.9561471755469,82,6000 Block of DELANCEY ST,19143,2017,,2017 Playstreets Program
-75.2299424235001,39.9743630889229,83,5400 Block of HARLAN ST,19131,2017,,2017 Playstreets Program
-75.2113785005341,39.9761991053872,84,4200 Block of VIOLA ST,19104,2017,,2017 Playstreets Program
-75.2223916798516,39.9802812989405,85,5100 Block of VIOLA ST,19131,2017,,2017 Playstreets Program
-75.1729728697445,39.9971703267049,86,2500 Block of W SILVER ST,19132,2017,,2017 Playstreets Program
-75.2252967679788,39.9406331584984,87,5400 Block of BELMAR ST,19143,2017,,2017 Playstreets Program
-75.1517030804216,40.0580558283246,88,2000 Block of E RITTENHOUSE ST,19138,2017,,2017 Playstreets Program
-75.1393508034976,40.0274035838438,89,4900 Block of N HUTCHINSON ST,19141,2017,,2017 Playstreets Program
-75.0913461333218,40.0312197427257,90,900 Block of GRANITE ST,19124,2017,,2017 Playstreets Program
-75.1399357973177,40.0321649006467,91,5200 Block of N WARNOCK ST,19141,2017,,2017 Playstreets Program
-75.1289525497075,40.0258159258526,92,200 Block of SULIS ST,19120,2017,,2017 Playstreets Program
-75.161073237897,40.0465812231432,93,5600 Block of NELSON ST,19138,2017,,2017 Playstreets Program
-75.1519263001194,40.0509815549487,94,6300 Block of N OPAL ST,19141,2017,,2017 Playstreets Program
-75.1482437402817,40.0270106169682,95,4800 Block of N CARLISLE ST,19141,2017,,2017 Playstreets Program
-75.0881815070374,40.03268065542,96,900 Block of CARVER ST,19124,2017,,2017 Playstreets Program
-75.051373961727,40.0225441944967,97,6400 Block of MARSDEN ST,19135,2017,,2017 Playstreets Program
-75.1170711492221,40.0198303278348,98,4600 Block of HURLEY ST,19120,2017,,2017 Playstreets Program
-75.1687783657296,40.0254161435763,99,5000 Block of TACOMA ST,19144,2017,,2017 Playstreets Program
-75.1151405272389,40.0242682849024,100,4900 Block of GRANSBACK ST,19120,2017,,2017 Playstreets Program
-75.1249850541419,40.0349571957058,101,5500 Block of PALETHORP ST,19120,2017,,2017 Playstreets Program
-75.1631155225724,39.9895832501184,102,2300 Block of N GRATZ ST,19132,2017,,2017 Playstreets Program
-75.1412176286459,40.0011971509197,103,600 Block of W TUSCULUM ST,19140,2017,,2017 Playstreets Program
-75.1837415351121,39.9922499594675,104,3100 Block of W GORDON ST,19132,2017,,2017 Playstreets Program
-75.1328534804713,39.9935434432613,105,2800 Block of MUTTER ST,19133,2017,,2017 Playstreets Program
-75.128121528934,40.0288006503294,106,200 Block of W SHELDON ST,19120,2017,,2017 Playstreets Program
-75.1838089471015,39.9758772184887,107,1200 Block of N HOLLYWOOD ST,19121,2017,,2017 Playstreets Program
-75.1760792467861,39.9818294961766,108,1700 Block of N STILLMAN ST,19121,2017,,2017 Playstreets Program
-75.1832309762825,39.9871298299725,109,3000 Block of PAGE ST,19121,2017,,2017 Playstreets Program
-75.1525085199794,39.9882123788607,110,2300 Block of N FAWN ST,19133,2017,,2017 Playstreets Program
-75.1370132623992,39.9956173143235,111,2900 Block of N ORIANNA ST,19133,2017,,2017 Playstreets Program
-75.1239649446983,40.001825364469,112,3400 Block of ORMES ST,19134,2017,,2017 Playstreets Program
-75.1668062547072,39.9884697906008,113,2200 Block of N LAMBERT ST,19132,2017,,2017 Playstreets Program
-75.1413492559112,39.9980949231199,114,600 Block of W MAYFIELD ST,19133,2017,,2017 Playstreets Program
-75.1333709328229,39.9843893503903,115,2200 Block of N HOWARD ST,19133,2017,,2017 Playstreets Program
-75.1591030246696,40.0477287441488,116,5500 Block of BLAKEMORE ST,19138,2017,,2017 Playstreets Program
-75.2299407575914,39.9379886764628,117,5700 Block of WINDSOR ST,19143,2017,,2017 Playstreets Program
-75.2424717947725,39.9268684320542,118,6700 Block of TRINITY ST,19142,2017,,2017 Playstreets Program
-75.239305854319,39.9230531005048,119,6800 Block of YOCUM ST,19142,2017,,2017 Playstreets Program
-75.2301316123137,39.9191058202658,120,2600 Block of SHIELDS ST,19142,2017,,2017 Playstreets Program
-75.1949557381893,39.9214218840412,121,2500 Block of S DOVER ST,19145,2017,,2017 Playstreets Program
-75.1591354919322,39.9222010258023,122,700 Block of WINTON ST,19148,2017,,2017 Playstreets Program
-75.252682099455,39.9740282409332,123,700 Block of EDGEMORE RD,19151,2017,,2017 Playstreets Program
-75.1848200261004,39.9269601204208,124,2000 Block of S BONSALL ST,19145,2017,,2017 Playstreets Program
-75.1450946675559,39.9824515260271,125,2000 Block of N MARSHALL ST,19122,2017,,2017 Playstreets Program
-75.1111985137339,40.0012733278324,126,3500 Block of MALTA ST,19134,2017,,2017 Playstreets Program
-75.1412749787775,40.00557488851,127,700 Block of W ATLANTIC ST,19140,2017,,2017 Playstreets Program
-75.2200268085286,39.940744967916,128,1300 Block of S WILTON ST,19143,2017,,2017 Playstreets Program
-75.1281775599179,40.0309059413717,129,200 Block of W WELLENS ST,19120,2017,,2017 Playstreets Program
-75.1633723865282,39.9959077657083,130,2700 Block of N OPAL ST,19132,2017,,2017 Playstreets Program
-75.1548661987104,40.0603211816042,131,7000 Block of LOUISE ST,19138,2017,,2017 Playstreets Program
-75.1485235258775,40.0155043812572,132,1300 Block of COLWYN ST,19140,2017,,2017 Playstreets Program
-75.2313615308717,39.9693996123579,133,5500 Block of HARMER ST,19131,2017,,2017 Playstreets Program
-75.1486440130128,40.0553234583819,134,6600 Block of N GRATZ ST,19126,2017,,2017 Playstreets Program
-75.1122608624269,39.9987530744085,135,3300 Block of RAND ST,19134,2017,,2017 Playstreets Program
-75.1492813637553,40.0223488689491,136,4500 Block of N CARLISLE ST,19140,2017,,2017 Playstreets Program
-75.1069675848357,39.9989677178051,137,1800 Block of E SCHILLER ST,19134,2017,,2017 Playstreets Program
-75.1717298777519,40.045883342981,138,6000 Block of ROSS ST,19144,2017,,2017 Playstreets Program
-75.1853205242462,39.9861157250642,139,1900 Block of N PATTON ST,19121,2017,,2017 Playstreets Program
-75.1674858060937,40.0009277862707,140,3000 Block of N HEMBERGER ST,19132,2017,,2017 Playstreets Program
-75.1651492228102,39.9866506794976,141,2100 Block of N UBER ST,19121,2017,,2017 Playstreets Program
-75.1592182434946,40.0140166797577,142,3900 Block of PRISCILLA ST,19140,2017,,2017 Playstreets Program
-75.1283265862832,39.9960293863674,143,3000 Block of N SWANSON ST,19134,2017,,2017 Playstreets Program
-75.1278114087118,40.0022962414981,144,3400 Block of N LEE ST,19134,2017,,2017 Playstreets Program
-75.1329048274475,39.9840961602512,145,2200 Block of HOPE ST,19133,2017,,2017 Playstreets Program
-75.1180161868955,40.0010540595948,146,3400 Block of CRYSTAL ST,19134,2017,,2017 Playstreets Program
-75.1541696101786,40.0295685801818,147,1800 Block of W ALBANUS ST,19141,2017,,2017 Playstreets Program
-75.0778706108658,40.010278500908,148,4600 Block of EDMUND ST,19124,2017,,2017 Playstreets Program
-75.1468377265907,40.0078721461179,149,3600 Block of N MARVINE ST,19140,2017,,2017 Playstreets Program
-75.2062392291926,39.9728245759238,150,1100 Block of N 41ST ST,19104,2017,,2017 Playstreets Program
-75.2237335488879,39.9258074125909,151,2500 Block of S MILLICK ST,19142,2017,,2017 Playstreets Program
-75.2376175442218,39.9528465624765,152,5700 Block of HAZEL AVE,19143,2017,,2017 Playstreets Program
-75.1583181149923,39.9199142639601,153,600 Block of DURFOR ST,19148,2017,,2017 Playstreets Program
-75.1514381402515,40.0001672546311,154,1300 Block of W CLEMENTINE ST,19132,2017,,2017 Playstreets Program
-75.1938964320905,39.9644207176282,155,3500 Block of MOUNT VERNON ST,19104,2017,,2017 Playstreets Program
-75.1992628811246,39.9672575272679,156,3800 Block of FOLSOM ST,19104,2017,,2017 Playstreets Program
-75.1957702021099,39.9665110914638,157,3600 Block of OLIVE ST,19104,2017,,2017 Playstreets Program
-75.2333480764149,39.9237954634444,158,6500 Block of LINMORE AVE,19142,2017,,2017 Playstreets Program
-75.1733849953522,40.0015098471074,159,3000 Block of N BAILEY ST,19132,2017,,2017 Playstreets Program
-75.2416113100922,39.9195257567395,160,7000 Block of SAYBROOK AVE,19142,2017,,2017 Playstreets Program
-75.1268091894128,40.0241861469665,161,4800 Block of PALETHORP ST,19120,2017,,2017 Playstreets Program
-75.1808675725814,39.9865558941426,162,2000 Block of N 29TH ST,19121,2017,,2017 Playstreets Program
-75.1635767797821,39.9864425158793,163,2100 Block of N GRATZ ST,19121,2017,,2017 Playstreets Program
-75.181773403127,39.97959351423,164,1500 Block of N DOVER ST,19121,2017,,2017 Playstreets Program
-75.1108058188624,39.9873565259315,165,3000 Block of AGATE ST,19134,2017,,2017 Playstreets Program
-75.1389751375041,39.9816621471968,166,2000 Block of N BODINE ST,19122,2017,,2017 Playstreets Program
-75.120670056653,40.0435675106973,167,0 Block of ROSEMAR ST,19120,2017,0-99 Street Range,2017 Playstreets Program
-75.2339406144768,39.9507786031438,168,5500 Block of PEMBERTON ST,19143,2017,,2017 Playstreets Program
-75.162253696873,40.0299580276278,169,0 Block of E CLAPIER ST,19144,2017,0-99 Street Range,2017 Playstreets Program
-75.0946140775017,40.0027887935818,170,2000 Block of BUCKIUS ST,19124,2017,,2017 Playstreets Program
-75.1390301054819,40.0019786258736,171,500 Block of W CORNWALL ST,19140,2017,,2017 Playstreets Program
-75.0559987328823,40.0127457806415,172,5000 Block of HOMESTEAD ST,19135,2017,,2017 Playstreets Program
-75.1535876800187,39.9327326655039,173,500 Block of TITAN ST,19147,2017,,2017 Playstreets Program
-75.1716988607315,39.9955232495579,174,2400 Block of W OAKDALE ST,19132,2017,,2017 Playstreets Program
-75.1858336825006,39.9893106125172,175,2100 Block of N NATRONA ST,19121,2017,,2017 Playstreets Program
-75.1674860665503,39.9853698850999,176,2000 Block of N LAMBERT ST,19121,2017,,2017 Playstreets Program
-75.0918850954461,40.0096243326718,177,4200 Block of GRISCOM ST,19124,2017,,2017 Playstreets Program
-75.1196480936485,39.9981271265163,178,3200 Block of HARTVILLE ST,19134,2017,,2017 Playstreets Program
-75.1085910456056,39.9943859100671,179,3200 Block of JOYCE ST,19134,2017,,2017 Playstreets Program
-75.1519105650895,40.0261837170485,180,1600 Block of W MENTOR ST,19141,2017,,2017 Playstreets Program
-75.1370911660321,40.0019649368569,181,3300 Block of N LAWRENCE ST,19140,2017,,2017 Playstreets Program
-75.2331878024064,39.9191215384797,182,2500 Block of HOBSON ST,19142,2017,,2017 Playstreets Program
-75.1290100634153,39.9928398662313,183,2800 Block of N SWANSON ST,19134,2017,,2017 Playstreets Program
-75.0745250178046,40.015802517448,184,1900 Block of WAKELING ST,19124,2017,,2017 Playstreets Program
-75.0649279731811,40.0155114687085,185,2000 Block of CARVER ST,19124,2017,,2017 Playstreets Program
-75.1059155855959,39.9977770971195,186,3400 Block of HELEN ST,19134,2017,,2017 Playstreets Program
-75.1332463396099,39.9825063761756,187,2100 Block of HOPE ST,19122,2017,,2017 Playstreets Program
-75.2307969911696,39.9314587187602,188,6000 Block of REINHARD ST,19142,2017,,2017 Playstreets Program
-75.2392397334416,39.9246170571761,189,2000 Block of BONNAFFON ST,19142,2017,,2017 Playstreets Program
-75.2176255496645,39.9403637268459,190,1300 Block of S PAXON ST,19143,2017,,2017 Playstreets Program
-75.1658652636027,40.0072075892827,191,2200 Block of W ESTAUGH ST,19140,2017,,2017 Playstreets Program
-75.1107176221492,39.9952604753219,192,1900 Block of E MADISON ST,19134,2017,,2017 Playstreets Program
-75.1842383694689,39.9831895891858,193,3000 Block of CLIFFORD ST,19121,2017,,2017 Playstreets Program
-75.113922860944,39.9986573566767,194,800 Block of E CORNWALL ST,19134,2017,,2017 Playstreets Program
-75.2268646584538,39.9553477313116,195,5200 Block of IRVING ST,19139,2017,,2017 Playstreets Program
-75.0795405909617,40.0355629712473,196,1400 Block of LARDNER ST,19149,2017,,2017 Playstreets Program
-75.1174029267878,40.0166231244329,197,4400 Block of HURLEY ST,19120,2017,,2017 Playstreets Program
-75.1255109741655,40.0385389030049,198,200 Block of FURLEY ST,19120,2017,,2017 Playstreets Program
-75.1439598564366,39.9949798576717,199,2800 Block of N FRANKLIN ST,19133,2017,,2017 Playstreets Program
-75.2150175098268,39.9421984578906,200,1200 Block of GREYLOCK ST,19143,2017,,2017 Playstreets Program
-75.1850812243342,39.9919986988283,201,3200 Block of W DAKOTA ST,19132,2017,,2017 Playstreets Program
-75.0717499939172,40.014771036203,202,2000 Block of GRANITE ST,19124,2017,,2017 Playstreets Program
-75.1392895365893,40.0164026461652,203,4200 Block of N FRANKLIN ST,19140,2017,,2017 Playstreets Program
-75.2360630588966,39.9505857071441,204,5600 Block of WALTON AVE,19143,2017,,2017 Playstreets Program
-75.1668990995345,40.0214518090055,205,4600 Block of FERNHILL RD,19144,2017,,2017 Playstreets Program
-75.1834538747171,39.9345050586502,206,2300 Block of GERRITT ST,19146,2017,,2017 Playstreets Program
-75.0297087229321,40.0319679043975,207,4700 Block of OAKMONT ST,19136,2017,,2017 Playstreets Program
-75.1836685931107,39.9257202704112,208,2200 Block of CANTRELL ST,19145,2017,,2017 Playstreets Program
-75.0656474201741,40.0259314686874,209,4000 Block of CRESTON ST,19135,2017,,2017 Playstreets Program
-75.1556734861047,39.923381666981,210,500 Block of EMILY ST,19148,2017,,2017 Playstreets Program
-75.1247066005986,40.0427774647052,211,6000 Block of N PHILIP ST,19120,2017,,2017 Playstreets Program
-75.171007896873,39.9855601237964,212,2200 Block of PAGE ST,19121,2017,,2017 Playstreets Program
-75.1571498694407,39.9947174608561,213,2700 Block of N SYDENHAM ST,19132,2017,,2017 Playstreets Program
-75.1312606748656,40.0009860251209,214,3300 Block of MUTTER ST,19140,2017,,2017 Playstreets Program
-75.1488289347385,40.0317310034349,215,5100 Block of N SYDENHAM ST,19141,2017,,2017 Playstreets Program
-75.1440802700331,40.028011027188,216,4900 Block of N CAMAC ST,19141,2017,,2017 Playstreets Program
-75.1098166734837,39.9974471953797,217,1800 Block of E CORNWALL ST,19134,2017,,2017 Playstreets Program
-75.1712854324238,39.9985066009345,218,2800 Block of N TAYLOR ST,19132,2017,,2017 Playstreets Program
-75.1495158059422,40.0019075448278,219,1100 Block of W HILTON ST,19140,2017,,2017 Playstreets Program
-75.1721190323798,39.9935965665043,220,2400 Block of W FIRTH ST,19132,2017,,2017 Playstreets Program
-75.1741653681768,39.9831440200284,221,1800 Block of N RINGGOLD ST,19121,2017,,2017 Playstreets Program
-75.2002597805634,39.9725919041812,222,3800 Block of WYALUSING AVE,19104,2017,,2017 Playstreets Program
-75.2401061602938,39.9614926677321,223,0 Block of S SALFORD ST,19139,2017,0-99 Street Range,2017 Playstreets Program
-75.1315734598808,40.0154104349149,224,4200 Block of N BODINE ST,19140,2017,,2017 Playstreets Program
-75.1277128512618,40.0329582118734,225,200 Block of W SOMERVILLE AVE,19120,2017,,2017 Playstreets Program
-75.1547799271444,40.0194561532849,226,1700 Block of SAINT PAUL ST,19140,2017,,2017 Playstreets Program
-75.2304026425634,39.9334428998754,227,1900 Block of S SALFORD ST,19143,2017,,2017 Playstreets Program
-75.1513043679645,40.0007820487926,228,1300 Block of W WISHART ST,19132,2017,,2017 Playstreets Program
-75.1076442529587,39.9968754822133,229,1900 Block of E THAYER ST,19134,2017,,2017 Playstreets Program
-75.0598374994189,40.0226415117113,230,6100 Block of ALGARD ST,19135,2017,,2017 Playstreets Program
-75.2368093239127,39.9228986504988,231,2200 Block of BONNAFFON ST,19142,2017,,2017 Playstreets Program
-75.2422153414255,39.9584451125496,232,200 Block of S EDGEWOOD ST,19139,2017,,2017 Playstreets Program
-75.076116508787,40.0215210318331,233,1600 Block of GRANITE ST,19124,2017,,2017 Playstreets Program
-75.1346082145104,40.0012875857173,234,200 Block of W CORNWALL ST,19140,2017,,2017 Playstreets Program
-75.1558536261011,39.9995841015338,235,3000 Block of N SYDENHAM ST,19132,2017,,2017 Playstreets Program
-75.1352247371463,39.9846299720655,236,2200 Block of N HANCOCK ST,19133,2017,,2017 Playstreets Program
-75.2645170947304,39.9774703146993,237,7300 Block of DREXEL RD,19151,2017,,2017 Playstreets Program
-75.1604410040972,39.9923019272075,238,2500 Block of N COLORADO ST,19132,2017,,2017 Playstreets Program
-75.1953103335086,39.9345873482126,239,1500 Block of S STANLEY ST,19146,2017,,2017 Playstreets Program
-75.0905075459682,40.0161494886729,240,1300 Block of SELLERS ST,19124,2017,,2017 Playstreets Program
-75.1364634089622,39.9766521147406,241,100 Block of W PALMER ST,19122,2017,,2017 Playstreets Program
-75.1396396526162,40.0148161911632,242,4100 Block of N FRANKLIN ST,19140,2017,,2017 Playstreets Program
-75.1048522547521,39.999440461338,243,1800 Block of CLARENCE ST,19134,2017,,2017 Playstreets Program
-75.1861338963079,39.9308953550687,244,1700 Block of S TAYLOR ST,19145,2017,,2017 Playstreets Program
-75.1322077100126,40.0250138409161,245,4800 Block of N LAWRENCE ST,19120,2017,,2017 Playstreets Program
-75.1624438781643,39.9879178880395,246,2200 Block of N 18TH ST,19132,2017,,2017 Playstreets Program
-75.1727557390683,40.0048691556446,247,3200 Block of N BAILEY ST,19129,2017,,2017 Playstreets Program
-75.1215840487817,39.9983754413427,248,3200 Block of HURLEY ST,19134,2017,,2017 Playstreets Program
-75.2228915927551,39.9736604209251,249,1300 Block of N 50TH ST,19131,2017,,2017 Playstreets Program
-75.2275316745891,39.9269621622112,250,6100 Block of GLENMORE AVE,19142,2017,,2017 Playstreets Program
-75.2260748923824,39.9344205119589,251,2000 Block of S CECIL ST,19143,2017,,2017 Playstreets Program
-75.2393599245398,39.9541491195345,252,5800 Block of ADDISON ST,19143,2017,,2017 Playstreets Program
-75.1022736522155,39.998321833564,253,3500 Block of JOYCE ST,19134,2017,,2017 Playstreets Program
-75.1338362336622,39.9936751659891,254,2800 Block of PALETHORP ST,19133,2017,,2017 Playstreets Program
-75.1355413640721,39.9764849699024,255,1700 Block of WATERLOO ST,19122,2017,,2017 Playstreets Program
-75.1826222625805,40.043938965792,256,0 Block of W DUVAL ST,19144,2017,0-99 Street Range,2017 Playstreets Program
-75.1442574767333,40.0466104940138,257,1400 Block of SPARKS ST,19141,2017,,2017 Playstreets Program
-75.1450644009377,39.9951234747861,258,2800 Block of N DARIEN ST,19133,2017,,2017 Playstreets Program
-75.0532342889456,40.0215816541683,259,6300 Block of MARSDEN ST,19135,2017,,2017 Playstreets Program
-75.1885423817219,39.9347740511916,260,2500 Block of WILDER ST,19146,2017,,2017 Playstreets Program
-75.154681321096,39.9278522087145,261,500 Block of MOUNTAIN ST,19148,2017,,2017 Playstreets Program
-75.1275057280381,39.9943927077489,262,2900 Block of ELLA ST,19134,2017,,2017 Playstreets Program
-75.2491343461694,39.9669616849293,263,200 Block of N SIMPSON ST,19139,2017,,2017 Playstreets Program
-75.0796832799174,40.0154465509807,264,4700 Block of HAWTHORNE ST,19124,2017,,2017 Playstreets Program
-75.176175395616,39.9285475478346,265,1800 Block of MC CLELLAN ST,19145,2017,,2017 Playstreets Program
-75.1905737195074,39.9339774212404,266,1500 Block of S MARSTON ST,19146,2017,,2017 Playstreets Program
-75.1464776005275,39.9750359591924,267,1500 Block of N MARSHALL ST,19122,2017,,2017 Playstreets Program
-75.1368937505056,40.0217417570594,268,600 Block of W LURAY ST,19140,2017,,2017 Playstreets Program
