objectid,park_name,site_number,table_count,permittable,comments,data_source,lat,lng
313,Colonel Thomas J Powers Park,0,2,N,Fixed tables on oppositte sides of circle,Nearmap 2023,39.982519342572566,-75.10892798350659
314,Michael Palmer Playground,,2,N,,Nearmap 2023,40.095947800516015,-74.98926888093526
315,Saul High School Farm,,3,N,,Nearmap 2023,40.049369258710335,-75.21907485661573
316,Harry S McDevitt Playground,,2,N,,Nearmap 2023,40.00891816601452,-75.18732703973285
317,Marie Dendy Recreation Center,0,1,N, ,Nearmap 2023,39.976237157937796,-75.15088797542214
318,East Poplar Playground,0,2,N, ,Nearmap 2023,39.96616889138669,-75.1514598124086
319,Waterloo Playground,,4,N,,Nearmap 2023,39.989075012080086,-75.13278690649068
320,Waterloo Playground,,3,N,,Nearmap 2023,39.9881531265144,-75.13315644577926
321,Norris Square,,2,N,,Nearmap 2023,39.982533713932895,-75.13403806788739
322,Delancey Park,,3,N,Fixed tables,Nearmap 2023,39.94424451286449,-75.14800838059031
323,Schuylkill River Park,,3,N,Not Fixed,Nearmap 2023,39.94895050440601,-75.18166749767738
324,Schuylkill River Park,,2,N,Not Fixed,Nearmap 2023,39.94821803903621,-75.18282046412321
325,East Fairmount Park,,5,N,Non-fixed tables,Nearmap 2023,39.992574596928115,-75.18760529739902
326,Wissinoming Park,,3,N,,2023 GIS Team site visit,40.02391694004544,-75.07042577673438
327,Belmont Plateau,4,2,Y,West Fairmount Park,Nearmap 2023,39.98913530893626,-75.21063871102395
328,West Fairmount Park,0,1,N,Next to Cedar Grove,Nearmap 2023,39.98155997444646,-75.22257225472082
329,South Philadelphia High School Park,,3,N,,Nearmap 2023,39.92379708060883,-75.16949398475954
330,Franklin Delano Roosevelt Park,0,3,Y,Installed in 2023 during renovation.,Nearmap 2023,39.904143447735294,-75.1792156707245
331,John Dickinson Square,0,3,N,Installed 9/2023,Nearmap 2023,39.92777063617505,-75.15133318455915
332,Columbus Square,0,6,N, ,Nearmap 2023,39.93329240411149,-75.16536648659222
333,Dr Nicola Capitolo Playground,0,2,N,,Nearmap 2023,39.933506636936606,-75.15920514766859
334,Edward Shippen Plaza (Bainbridge Green),0,2,N,New in 2023,Nearmap 2023,39.94082480686681,-75.15062277940763
335,Edward Shippen Plaza (Bainbridge Green),0,2,N,New in 2023,Nearmap 2023,39.940694149205605,-75.14968617483238
336,Sister Clara Muhammad Square,0,3,N,,Nearmap 2023,39.97156739248435,-75.21670385435004
337,Albert W Christy Sr Recreation Center,0,1,N,New in 2023,Nearmap 2023,39.948698395555,-75.23508595460612
338,Franklin Delano Roosevelt Park,0,3,Y,Added in 2023 Renovation,Nearmap 2023,39.904177124800356,-75.1786255753585
339,Ford Road Playground,0,1,N,1 table on path,Nearmap 2023,39.99973750161291,-75.20635158263065
340,Ford Road Playground,1,1,N,1 table under the gazebo.,Nearmap 2023,39.9994427016509,-75.206129937823
